title,notes
065,"22 agosto 1979, mattino, 6:30
James uscì di casa ed iniziò la sua passeggiata mattutina, percorse tutta la sua via ed arrivò al parchetto che si trovava alla fine dell’isolato. Lo attraversò e si diresse verso la panchina su cui era solito sedersi. Vide subito, anche se si trovava ancora a qualche metro di distanza, che il “suo” posto era occupato da una persona rannicchiata su se stessa e singhiozzante.
«Chi sarà?» disse tra sé e sé James. «Mi sembra una donna e forse sta piangendo».
James arrivò proprio davanti alla panchina e con tono molto dolce disse alla donna: «Buongiorno, signorina! Tutto bene?»
La donna si spaventò e guardò l’uomo, smettendo subito di singhiozzare.
«Signorina, ci conosciamo? Mi sembra di averla già vista».
Lei si asciugò le lacrime imbarazzata e si ricompose: «Salve, sono Amanda Proust».
«Amanda… Amanda… Ah sì!! Abitiamo nella stessa via. Sono James Walter.»
«Piacere! Mi scusi se mi ha trovata così, pensavo che a quest’ora non ci fosse nessuno. Ora me ne vado.»
«No, aspetti!» James aveva sentito parlare in panetteria di quella strana donna, un po’ pazza ma amata da tutti i bambini della scuola elementare, e a suo modo era incuriosito: come poteva una donna così dolce avere una personalità così bizzarra?
«Posso aiutarla, Amanda?»
«Avrà sicuramente sentito parlare di me… penso di essere “famosa” ormai nel quartiere», rispose Amanda riprendendo a piangere e nascondendosi la faccia tra le mani per la vergogna. James tirò fuori il fazzoletto dalla tasca e glielo porse.
«Beh… nulla al mondo è normale, sa? Anzi, ognuno è normale a modo suo! Non si curi di ciò che dice la gente!»
«A quanto pare però io dovrò andare in una clinica per curarmi… è difficile accettarlo, sa? Sono così arrabbiata con me stessa! Non riesco a controllare le mie emozioni e le mie azioni, sono un mostro!» Nuovamente un fiume di lacrime cominciarono a scorrerle sulle guance pallide.
«Mi ascolti.», disse James illuminandosi. «Io ho un’amica che fa l’infermiera. Lavora in una clinica in una cittadina sulla costa e la malattia viene curata con la cura degli animali da parte dei pazienti. Le piacerebbe provare?»
«Davvero, signor James? Chiamerebbe la sua amica per me, veramente?»
Amanda era entusiasta! Non le era mai piaciuta l’idea di prendere delle medicine e di chiudersi in una stanzetta. Se doveva farlo perché non provare questa alternativa? James diede appuntamento ad Amanda per il giorno dopo per farle avere notizie più dettagliate. Si trovarono al bar vicino alla panetteria. James aveva chiamato la sua amica e si era raccomandato un trattamento speciale per la sua vicina. Amanda partì entusiasta quello stesso fine settimana: quando arrivò, le si presentò davanti fu uno scenario meraviglioso; un enorme parco con cani di varia razza, taglia ed età scorrazzavano liberi, e insieme a loro uomini e donne che li spazzolavano, sistemavano loro i recinti, pulivano le cucce… Amanda passò due mesi alla clinica prima di essere giudicata guarita, ma non volle più tornare a Stob. Mandò una lettera al fratello dove spiegava che ora voleva fare per gli altri quello che gli altri avevano fatto per lei. Se la voleva incontrare, sapeva dove trovarla. E inviò una lettera a James, per ringraziarlo della possibilità che le aveva offerto."

066,"22 agosto 1979, mattino, 6:30
James uscì di casa ed iniziò la sua passeggiata mattutina, percorse tutta la sua via ed arrivò al parchetto che si trovava alla fine dell’isolato. Lo attraversò e si diresse verso la panchina su cui era solito sedersi. Vide subito, anche se si trovava ancora a qualche metro di distanza, che il “suo” posto era occupato da una persona rannicchiata su se stessa e singhiozzante.
«Chi sarà?» disse tra sé e sé James. «Mi sembra una donna e forse sta piangendo».
James arrivò proprio davanti alla panchina e con tono molto dolce disse alla donna: «Buongiorno, signorina! Tutto bene?»
La donna si spaventò e guardò l’uomo, smettendo subito di singhiozzare.
«Signorina, ci conosciamo? Mi sembra di averla già vista».
Lei si asciugò le lacrime imbarazzata e si ricompose: «Salve, sono Amanda Proust».
«Amanda… Amanda… Ah sì!! Abitiamo nella stessa via. Sono James Walter.»
«Piacere! Mi scusi se mi ha trovata così, pensavo che a quest’ora non ci fosse nessuno. Ora me ne vado.»
«Ma si figuri! Resti pure, la prego!»
«Non sono molto dell’umore come può vedere…» soffiandosi il naso.
«Posso fare qualcosa per lei?»
Amanda alzò gli occhi e incrociò lo sguardo gentile di James. Per un momento sentì che qualcuno si preoccupava per lei, sentì che quell’uomo avrebbe voluto davvero aiutarla. Aprì la bocca per rispondere, ma James continuò: «Le andrebbe di fare colazione? Conosco un posto non lontano da qui»
«D’accordo», risponde sommessamente. I due cominciarono a camminare, parlando del tempo, della cittadina in cui erano cresciuti, del più e del meno, e Amanda rideva! Per un momento, si dimenticò di tutti i suoi problemi e pensò a quanto è bella la vita, ai bambini della scuola, a suo fratello, al cielo azzurro e all’odore del caffè fumante. Ritornarono alla panchina in cui si erano incontrati prima e si salutarono.
«Grazie per la compagnia, sono stata molto bene!»
«Non c’è nulla che non si possa risolvere… Vedrà che riuscirà a superare ogni problema!»
Sorridendogli, Amanda si voltò e se ne andò. Sapeva cosa doveva fare: appena sarebbe arrivata a casa avrebbe preparato la valigia.
«Se sono consapevole della mia malattia posso curarla! Sto perdendo troppa vita attorno a me!»
Il mattino successivo il taxi la aspettava. Uscì pettinata e sistemata, eccitata perché finalmente la sua vita non sarebbe stata più la stessa."

067,"24 agosto 1979, tarda mattinata, 12:00
Sembrava un giorno come tutti gli altri. Quella mattina, Edward aveva iniziato a lavorare con più determinazione che mai, dopo essere venuto a conoscenza del tradimento di sua moglie, dare picconate in miniera era decisamente molto terapeutico per lui. Lo aiutava a sfogarsi e a liberare la mente. Aveva lavorato con così tanta determinazione da saltare la pausa pranzo, ragion per cui era rimasto solo nella miniera e senza pensarci si era addentrato molto in profondità. 
Mentre era tutto preso dal suo lavoro lo raggiunse Leo Proust: «Edward, che ci fai qui?»
«Sto lavorando Leo, oggi non ho molta fame…»
«Beh, vale lo stesso per me, credo che siamo gli unici ancora nella miniera. Tutti gli operai e il resto del personale sono usciti per il pranzo, io invece avevo voglia di farmi un giro qui sotto!»
«Fantastico, ora se vuoi scusarmi dovrei lavorare», rispose bruscamente Edward.
«Senti, Edward…»
Edward ignorò la presenza di Leo e continuò a colpire ininterrottamente la parete di roccia. Lo distraeva da tutte le sue preoccupazioni su Vera, sul matrimonio e sul futuro del loro rapporto. Caricava nel carrello i blocchi di carbone man mano che li estraeva. Le mani e le braccia gli facevano più male del solito ma non smetteva di picconare. Leo provò a fermare Edward e a convincerlo a risalire a pranzare con gli altri compagni. Ogni volta che Edward vedeva Leo ripensava all’accaduto. In quel momento, prese il piccone in mano e con tutta la forza che aveva in corpo colpì la parete di fronte a lui e la galleria cominciò a tremare. Era un terremoto e le rocce cominciarono a crollargli addosso. La caduta di un grosso masso scaraventò Edward e Leo contro la parete opposta. Edward sbatté la testa e perse i sensi per alcuni minuti. Quando rinvenne tra le braccia di Leo in mezzo alle macerie, aveva perso la memoria. Ogni singolo volto e ricordo era dimenticato. Entrambi uscirono dalla cava gravemente feriti."

068,"24 agosto 1979, tarda mattinata, 12:00
Sembrava un giorno come tutti gli altri. Quella mattina, Edward aveva iniziato a lavorare con più determinazione che mai, dopo essere venuto a conoscenza del tradimento di sua moglie, dare picconate in miniera era decisamente molto terapeutico per lui. Lo aiutava a sfogarsi e a liberare la mente. Aveva lavorato con così tanta determinazione da saltare la pausa pranzo, ragion per cui era rimasto solo nella miniera e senza pensarci si era addentrato molto in profondità. 
Mentre era tutto preso dal suo lavoro lo raggiunse Leo Proust: «Edward, che ci fai qui?»
«Sto lavorando Leo, oggi non ho molta fame…»
«Beh, vale lo stesso per me, credo che siamo gli unici ancora nella miniera. Tutti gli operai e il resto del personale sono usciti per il pranzo, io invece avevo voglia di farmi un giro qui sotto!»
«Fantastico, ora se vuoi scusarmi dovrei lavorare», rispose bruscamente Edward.
«Senti, Edward…»
Edward ignorò la presenza di Leo e continuò a colpire ininterrottamente la parete di roccia. Lo distraeva da tutte le sue preoccupazioni su Vera, sul matrimonio e sul futuro del loro rapporto. Caricava nel carrello i blocchi di carbone man mano che li estraeva. Le mani e le braccia gli facevano più male del solito ma non smetteva di picconare. Leo provò a fermare Edward e a convincerlo a risalire a pranzare con gli altri compagni. 
«Ascolta, fammi il favore di lasciarmi solo e di non venirmi più a cercare, ok?» sbottò Ed senza fermarsi. Non voleva neanche guardarlo negli occhi.
Leo allora si incamminò verso l’uscita, ma mentre camminava sentì nuovamente Ed parlare: «Ho anche chiesto il trasferimento di settore. Non voglio più neanche incrociare il tuo sguardo per il resto della mia vita». Leo, capendo che ormai era troppo tardi per poter salvare la situazione, uscì mestamente fuori dalla miniera, con gli occhi gonfi. Ormai non c’era più nulla da fare."

069,"24 agosto 1979, tarda mattinata, 12:00
Sembrava un giorno come tutti gli altri. Quella mattina, Edward aveva iniziato a lavorare con più determinazione che mai, dopo essere venuto a conoscenza del tradimento di sua moglie, dare picconate in miniera era decisamente molto terapeutico per lui. Lo aiutava a sfogarsi e a liberare la mente. Aveva lavorato con così tanta determinazione da saltare la pausa pranzo, ragion per cui era rimasto solo nella miniera e senza pensarci si era addentrato molto in profondità. 
Mentre era tutto preso dal suo lavoro lo raggiunse Leo Proust: «Edward, che ci fai qui?»
«Sto lavorando Leo, oggi non ho molta fame…»
«Beh, vale lo stesso per me, credo che siamo gli unici ancora nella miniera. Tutti gli operai e il resto del personale sono usciti per il pranzo, io invece avevo voglia di farmi un giro qui sotto!»
«Fantastico, ora se vuoi scusarmi dovrei lavorare», rispose bruscamente Edward.
«Senti, Edward…»
Leo venne interrotto da un’improvvisa e violenta scossa di terremoto. Le pareti iniziarono a tremare e i primi segni di cedimento a farsi notare. Edward, mosso dalla rabbia, colpì Leo in testa con il manico del piccone e lo fece cadere in terra rintontito. «Mi dispiace Leo… » e corse via. 
Era quasi a buon punto per raggiungere l’uscita quando sentì Leo urlare «Ti prego Edward, aiutami!! Scusa per quello che è successo!!» Edward si fermò di colpo, si girò e dopo un momento di esitazione tornò indietro a recuperare Leo. Lo prese in spalle e aiutandosi a vicenda i due riuscirono ad uscire con solamente qualche graffio.
«Perdonami Edward», gli disse Leo accovacciato in terra con le lacrime agli occhi.
Edward, guardando l’amico, gli porse la mano per aiutarlo a risollevarsi e insieme, sorreggendosi, andarono a farsi medicare dai soccorsi, prontamente arrivati sul posto."

070,"24 agosto 1979, tarda mattinata, 12:00
Sembrava un giorno come tutti gli altri. Quella mattina, Edward aveva iniziato a lavorare con più determinazione che mai, dopo essere venuto a conoscenza del tradimento di sua moglie, dare picconate in miniera era decisamente molto terapeutico per lui. Lo aiutava a sfogarsi e a liberare la mente. Aveva lavorato con così tanta determinazione da saltare la pausa pranzo, ragion per cui era rimasto solo nella miniera e senza pensarci si era addentrato molto in profondità. 
Mentre era tutto preso dal suo lavoro lo raggiunse Leo Proust: «Edward, che ci fai qui?»
«Sto lavorando Leo, oggi non ho molta fame…»
«Beh, vale lo stesso per me, credo che siamo gli unici ancora nella miniera. Tutti gli operai e il resto del personale sono usciti per il pranzo, io invece avevo voglia di farmi un giro qui sotto!»
«Fantastico, ora se vuoi scusarmi dovrei lavorare», rispose bruscamente Edward.
«Senti, Edward…»
Mentre i due uomini erano nella miniera, un operaio in pausa pranzo osservò l’acqua nel suo bicchiere agitarsi e formare tanti agitati cerchi concentrici. «Una scossa di terremoto!» gridò ai compagni. Improvvisamente tutti rivolsero i loro sguardi alla miniera, era diverso tempo che ci lavoravano e ormai andava parecchio in profondità, era sicuramente molto pericoloso lavorarci in caso di terremoto, i cunicoli erano molto stretti e il rischio di rimanere bloccati da qualche parte era elevato.
D’un tratto l’operaio si ricordò che Edward Sprecher era rimasto a lavorare in miniera. Così avverti in compagni e si diressero tutti verso l’ingresso della galleria, ma come vi furono davanti, sentirono le voci di Edward e Leo gridare «Aiuto, aiutateci!». Poco dopo i due uomini uscirono dall’ingresso della cava sorreggendosi a vicenda. Edward era gravemente ferito ad una gamba ma Leo lo stava aiutando a reggersi, sebbene il suo volto e le sue spalle fossero piene di ferite sanguinanti."
